round,fantateam,module,portiere,difensori,centrocampisti,attaccanti,panchina,capitano,vice_capitano,base_total,mod_difesa,mod_capitano,predicted_total
29,LosPollosHermanos,3-4-3,Maignan,Dimarco;Dumfries;Lazaro,McTominay;Zielinski;McKennie;Atta,Malen;Raspadori;Pinamonti,Terracciano;Orsolini;Ekkelenkamp;Boga;Meister;Delprato;Bernardeschi,McTominay,Dimarco,83.8,0.0,0.0,83.8
29,Lunarossa,3-4-3,Martinez Jo.,Bartesaghi;Wesley;Mina,McTominay;Pulisic;Baturina;Paz N.,Martinez L.;Hojlund;Yildiz,Sommer;Elmas;Zerbin;Lazaro;Strefezza;Ilkhan;Aboukhlal,Martinez L.,Hojlund,83.88,0.0,0.0,83.88
29,MARCIO TEAM,3-4-3,Di Gregorio,Palestra;Gosens;Norton-Cuffy,McTominay;Pulisic;Paz N.;Orsolini,Malen;Martinez L.;Berardi,Perin;Solomon;Hermoso;Muharemovic;Obert;Ilkhan;El Shaarawy,Malen,Palestra,83.91,0.0,0.0,83.91
29,Malmö FF,3-4-3,Di Gregorio,Buongiorno;Wesley;De Winter,McTominay;Modric;Malinovskyi;Ekkelenkamp,Martinez L.;Bonny;Berardi,Perin;Esposito Se.;Terracciano F.;Gila;Coulibaly L.;Adopo;Piccoli,Modric,McTominay,80.41,0.0,0.0,80.41
29,Mapoitta,3-4-3,Martinez Jo.,Vojvoda;Cambiaso;Gosens,McTominay;Paz N.;McKennie;Zaniolo,Thuram;Leao;Scamacca,Sommer;Malinovskyi;Boga;Ekhator;Valeri;Zappacosta;Moro N.,Scamacca,Zaniolo,79.11,0.0,0.0,79.11
29,Nastro Azzurro,3-5-2,Svilar,Gabbia;Gosens;Angori,McTominay;Pulisic;Baturina;Paz N.;McKennie,Malen;Martinez L.,Gollini;Vergara;David;Kean;Zerbin;Obert;Prati,Martinez L.,McTominay,83.4,0.0,0.0,83.4
29,Non troppo cattivi,3-4-3,Svilar,Dimarco;Martin;Norton-Cuffy,McTominay;Pulisic;Paz N.;Orsolini,Malen;Martinez L.;Sarr A.,Perin;Niasse;Muharemovic;Diouf;Bianchetti;Prati;Moro L.,Martinez L.,Malen,84.36,0.0,0.0,84.36
29,OnlyFans,3-4-3,Carnesecchi,Palestra;Martin;Terracciano F.,McTominay;Pulisic;Zaniolo;Thuram K.,Thuram;Berardi;Leao,Sportiello;Mina;Gosens;Tourè I.;Diouf;Dodò;Ilkhan,Pulisic,McTominay,80.85,0.0,0.0,80.85
29,PEAKY BLINDERS,3-4-3,Di Gregorio,Martin;Barbieri;Norton-Cuffy,Pulisic;Paz N.;Rabiot;Zaniolo,Martinez L.;Hojlund;David,Perin;Zerbin;Valeri;Sorensen O.;Dodò;Adopo;Frese,Martinez L.,David,79.77,0.0,0.0,79.77
29,Peaky Tunas,3-4-3,Di Gregorio,Bastoni;Di Lorenzo;Terracciano F.,Pulisic;Paz N.;Konè I.;Barella,Martinez L.;Yildiz;Leao,Perin;Meister;Angori;Piotrowski;Obert;Tameze;Tiago Gabriel,Martinez L.,Paz N.,81.76,0.0,0.0,81.76
29,Pi-Ciaccio,3-4-3,Maignan,Bremer;Gutierrez;Martin,McTominay;Paz N.;Rabiot;Atta,Martinez L.;Douvikas;Esposito Se.,Terracciano;David;Colombo;Mina;Bondo;Mancini;Akinsanmiro,Martinez L.,McTominay,82.13,0.0,0.0,82.13
29,Piovra73,3-4-3,Maignan,Terracciano F.;Cambiaso;Marcandalli,McTominay;Paz N.;Vergara;Orsolini,Martinez L.;Berardi;Giovane,Terracciano;Mazzitelli;Kean;Diouf;Sorensen O.;Canestrelli;Tiago Gabriel,McTominay,Martinez L.,80.56,0.0,0.0,80.56
29,Plu-Team,3-4-3,Di Gregorio,Bartesaghi;Wesley;Martin,Pulisic;Paz N.;Orsolini;Adzic,Martinez L.;Bonny;Esposito F.P.,Perin;Saelemaekers;Da Cunha;Zerbin;Gosens;Bernasconi;Niasse,Martinez L.,Orsolini,81.26,0.0,0.0,81.26
29,Pro secco,3-4-3,Maignan,Vojvoda;Terracciano F.;Zappa,McTominay;Pulisic;Paz N.;Vlasic,Martinez L.;Hojlund;Douvikas,Terracciano;Orsolini;Zerbin;Doig;Aboukhlal;Nicolussi Caviglia;Tiago Gabriel,Martinez L.,Hojlund,83.05,0.0,0.0,83.05
29,ProPro Proibito,3-4-3,Terracciano,Rrahmani;Luperto;Valeri,McTominay;Paz N.;Zaniolo;Vergara,Martinez L.;Kilicsoy;Vardy,Martinez Jo.;David;Thuram K.;Zalewski;Meister;Cristante;Bradaric,Martinez L.,McTominay,80.21,0.0,0.0,80.21
29,ROCKY 3,4-3-3,Milinkovic-Savic V.,Palestra;Wesley;Martin;Tomori,Paz N.;Rabiot;Ederson D.S.,Martinez L.;Berardi;Douvikas,Meret;Solomon;Norton-Cuffy;Frendrup;Ilkhan;Rovella;Joao Mario,Martinez L.,Berardi,79.87,1.0,0.0,80.87
29,Real Mellandro,3-4-3,Maignan,Barbieri;Norton-Cuffy;Marcandalli,Pulisic;Paz N.;Zaniolo;Zaccagni,Malen;Martinez L.;Berardi,Terracciano;Yildiz;Meister;Aebischer;Smolcic I.;Ilkhan;Canestrelli,Malen,Zaniolo,81.84,0.0,0.0,81.84
29,Riccardigno,3-4-3,Maignan,Kempf;Gosens;Valeri,Pulisic;Paz N.;Zaniolo;Isaksen,Douvikas;Bonazzoli;Kilicsoy,Terracciano;David;Politano;Brescianini;Doig;Canestrelli;Akpa Akpro,Pulisic,Gosens,79.32,0.0,0.0,79.32
29,SAGATU,3-4-3,Martinez Jo.,Terracciano F.;Cambiaso;Gosens,Pulisic;Baturina;McKennie;Atta,Martinez L.;Giovane;Pinamonti,Sommer;David;Kean;Zerbin;Bianchetti;Doig;Prati,Martinez L.,McKennie,79.51,0.0,0.0,79.51
29,SILVEDO,4-3-3,Maignan,Palestra;Terracciano F.;Idrissi R.;Vasquez,Paz N.;Zaniolo;Orsolini,Martinez L.;Berardi;David,Terracciano;Folorunsho;Grassi;Dodò;Zapata D.;Pisilli;Biraghi,David,Zaniolo,79.1,1.0,0.0,80.1
29,SMOG,3-4-3,Milinkovic-Savic V.,Kempf;Martin;Terracciano F.,Paz N.;McKennie;Zaniolo;Odgaard,Martinez L.;Kilicsoy;Esposito Se.,Meret;David;Kean;Gudmundsson A.;Tourè I.;Delprato;Canestrelli,Martinez L.,Milinkovic-Savic V.,79.54,0.0,0.0,79.54
29,SPARROW,3-4-3,Maignan,Dimarco;Palestra;Wesley,McTominay;Paz N.;McKennie;Iannoni,Malen;Martinez L.;Esposito F.P.,Terracciano;David;Gudmundsson A.;Martin;Tourè I.;Valeri;Dodò,Martinez L.,Dimarco,86.57,0.0,0.0,86.57
29,SPERA EBBASTA,3-4-3,Martinez Jo.,Wesley;Valeri;Dodò,Pulisic;Paz N.;Rabiot;Konè I.,Martinez L.;Hojlund;Kean,Sommer;Zerbin;Obert;Ilkhan;Marianucci;Akpa Akpro;Bellanova,Kean,Hojlund,79.87,0.0,0.0,79.87
29,SPOSTATI,3-4-3,De Gea,Palestra;Valle;Martin,Pulisic;Paz N.;Vergara;Mazzitelli,Martinez L.;Hojlund;Leao,Lezzerini;Isaksen;Tramoni M.;Meister;Mina;Kuhn;Ferguson,Martinez L.,Palestra,80.72,0.0,0.0,80.72
29,Sarzanello Team,3-4-3,Maignan,Wesley;Martin;Scalvini,Paz N.;Atta;Sucic P.;Ekkelenkamp,Martinez L.;Yildiz;Esposito F.P.,Terracciano;Esposito Se.;Casadei;Pasalic;Barbieri;Angori;Miranda J.,Martinez L.,Esposito F.P.,79.96,0.0,0.0,79.96
29,Scarzooka,3-4-3,Di Gregorio,Akanji;Vojvoda;Lazaro,Calhanoglu;Pulisic;Isaksen;Da Cunha,Malen;Martinez L.;Douvikas,Perin;Njie;Kean;Zalewski;Norton-Cuffy;Dodò;Adopo,Martinez L.,Malen,82.73,0.0,0.0,82.73
29,Sciabolata Classica,3-5-2,Svilar,Martin;Angori;Bellanova,McTominay;Zielinski;Paz N.;Vlasic;Vergara,Hojlund;Berardi,Perin;David;Kean;Zapata D.;Tavares N.;Hojholt;Zè Pedro,Vergara,Zielinski,79.87,0.0,0.0,79.87
29,SerSi-FC,3-5-2,Martinez Jo.,Palestra;Ostigard;Valle,McTominay;Pulisic;Paz N.;Rabiot;Atta,Hojlund;Douvikas,Sommer;Scamacca;Malinovskyi;Martin;Tomori;Cambiaso;Adopo,McTominay,Palestra,81.75,0.0,0.0,81.75
29,Sisal Palace,3-4-3,Svilar,Akanji;Tomori;Cambiaso,Pulisic;McKennie;Barella;Iannoni,Thuram;Hojlund;Douvikas,Vasquez D. *;Scamacca;Thuram K.;Zerbin;Olivera;Kristensen T.;Adopo,Pulisic,Hojlund,79.73,0.0,0.0,79.73
29,Tana delle Tigri,3-4-3,Carnesecchi,Dimarco;Solet;Martin,McTominay;Pulisic;Paz N.;Atta,Martinez L.;Berardi;Leao,Perin;David;Zerbin;Barbieri;Angori;Diouf;Ilkhan,Martinez L.,Solet,85.17,0.0,0.0,85.17
29,Temptation Haaland,3-5-2,Maignan,Dimarco;Lazaro;Barbieri,McTominay;Pulisic;Baturina;Paz N.;Vergara,Malen;Martinez L.,Terracciano;David;Zerbin;Valeri;Walukiewicz;Frese;Bellanova,Malen,Martinez L.,86.64,0.0,0.0,86.64
29,TomMat-iga,3-4-3,Maignan,Ramon;Martin;Gosens,McTominay;Pulisic;Paz N.;Vergara,Malen;Martinez L.;Thuram,Terracciano;Orsolini;Scamacca;Folorunsho;El Shaarawy;Bellanova;Tiago Gabriel,Malen,McTominay,85.27,0.0,0.0,85.27
29,XLiverpuh,3-4-3,Svilar,Kempf;Palestra;Gutierrez,Pulisic;Zielinski;Paz N.;Zaniolo,Martinez L.;Hojlund;Yildiz,Zelezny;Kilicsoy;Atta;Valle;Terracciano F.;Prati;Dia,Hojlund,Pulisic,84.53,0.0,0.0,84.53
29,buttiglia25,3-4-3,Svilar,Dumfries;Martin;Idrissi R.,McTominay;Pulisic;Zaccagni;Harroui,Thuram;Hojlund;Yildiz,Vasquez D. *;Zerbin;Juan Jesus;Akpa Akpro;Tameze;Bellanova;Tiago Gabriel,Hojlund,Yildiz,79.79,0.0,0.0,79.79
29,coach 71,3-4-3,Milinkovic-Savic V.,Dumfries;Terracciano F.;Norton-Cuffy,Zielinski;Paz N.;Zaniolo;Malinovskyi,Malen;Hojlund;Giovane,Maignan;Nkunku;Kean;Miranda J.;N'Dicka;Ilkhan;Adopo,Malen,Zielinski,81.45,0.0,0.0,81.45
29,i bro,3-4-3,Svilar,Mina;Lazaro;Bernasconi,McTominay;Pulisic;McKennie;Mkhitaryan,Thuram;Hojlund;Douvikas,Vasquez D. *;Esposito Se.;Miretti;Zerbin;Folorunsho;Sarr A.;Dodò,Thuram,Hojlund,79.91,0.0,0.0,79.91
29,i fratelli merda,3-4-3,Terracciano,Dumfries;Belghali;De Winter,Paz N.;Barella;Bernabè;Loftus-Cheek,Martinez L.;Yildiz;Solomon,Carnesecchi;Esposito Se.;Da Cunha;Colombo;Thuram K.;Iling Junior;Idrissi R.,Martinez L.,Yildiz,78.73,0.0,0.0,78.73
29,kalashnikov,3-4-3,Pessina Mas.,Rrahmani;Pavlovic;Dumfries,McTominay;Pulisic;Zaniolo;Adzic,Douvikas;Scamacca;Solomon,Skorupski;Kean;Gudmundsson A.;Messias;Meister;Mina;Cambiaso,Scamacca,Pulisic,79.01,0.0,0.0,79.01
29,lagg,3-4-3,Maignan,Wesley;Martin;Miranda J.,Paz N.;McKennie;Malinovskyi;Da Cunha,Scamacca;David;Kean,Terracciano;Zaccagni;Olivera;Nkounkou;Zapata D.;Heggem;Nicolussi Caviglia,David,Wesley,75.12,0.0,0.0,75.12
29,mezzebirre,4-3-3,Maignan,Kempf;Holm;Beukema;Wesley,Pulisic;Neres;Odgaard,Davis K.;Leao;Addai,Caprile;Sanabria;Zaccagni;Barbieri;Hermoso;Diouf;Calabresi,Leao,Pulisic,78.47,1.0,0.0,79.47
29,pacho team,3-4-3,Milinkovic-Savic V.,Ramon;Baschirotto;Martin,Baturina;Paz N.;McKennie;Atta,Martinez L.;Hojlund;Yildiz,Caprile;Pellegrino M.;Zerbin;Mina;Valeri;Strefezza;Marcandalli,Paz N.,Baturina,82.72,0.0,0.0,82.72
29,puerto rosso blu,3-4-3,Pessina Mas.,Palestra;Vojvoda;Gutierrez,McTominay;Vergara;Malinovskyi;Saelemaekers,Thuram;Douvikas;Scamacca,Skorupski;Esposito Se.;Wesley;Gudmundsson A.;Folorunsho;Walukiewicz;Nicolussi Caviglia,Thuram,McTominay,78.97,0.0,0.0,78.97
29,real donk,3-4-3,Svilar,Vojvoda;Ostigard;Wesley,Pulisic;Zaniolo;Thuram K.;Pasalic,Esposito F.P.;Kilicsoy;Pellegrino M.,Torriani;Krstovic;Nkunku;Gatti;Aebischer;Diouf;Prati,Esposito F.P.,Zaniolo,76.98,0.0,0.0,76.98
29,scarsenal,3-4-3,Caprile,Pavlovic;Ramon;Norton-Cuffy,McTominay;McKennie;Atta;Orsolini,Malen;Martinez L.;Pinamonti,Sherri;Scamacca;Lobotka;Saelemaekers;Rodriguez Je.;Zerbin;Dodò,Martinez L.,McTominay,81.52,0.0,0.0,81.52
30,A.C.TUA CUCS,3-4-3,Sommer,Kempf;Martin;Valeri,Pulisic;Paz N.;Calhanoglu;McKennie,Martinez L.;Leao;Yildiz,Perin;Zaniolo;Barbieri;Prati;Marcandalli;Tiago Gabriel;Pavoletti,Martinez L.,Pulisic,86.91,0.0,0.0,86.91
30,AC DENTI,3-4-3,Martinez Jo.,Cambiaso;Terracciano F.;Norton-Cuffy,Pulisic;Paz N.;McKennie;McTominay,Martinez L.;Yildiz;Hojlund,Sommer;Orsolini;Politano;Gosens;Karlstrom;Tiago Gabriel;Doig,Martinez L.,McTominay,84.09,0.0,0.0,84.09
30,Antibro,3-4-3,Svilar,Dimarco;Martin;Cambiaso,Pulisic;Paz N.;Malinovskyi;Vlasic,Martinez L.;Berardi;Esposito Se.,Nava;Pedro;Keita M.;Vasquez;Vitik;Estevez;Dodò,Martinez L.,Paz N.,83.75,0.0,0.0,83.75
30,BANDITI,3-4-3,De Gea,Martin;Valeri;Norton-Cuffy,Pulisic;Rabiot;Paz N.;Calhanoglu,Martinez L.;Douvikas;Soulè,Lezzerini;Prati;Joao Mario;Pavoletti;Muharemovic;Bondo;Frese,Martinez L.,Soulè,84.31,0.0,0.0,84.31
30,BARAKALLAHOUFIK,3-4-3,Milinkovic-Savic V.,Palestra;Cambiaso;Bellanova,Pulisic;Paz N.;Orsolini;Rowe,Malen;Scamacca;Douvikas,Provedel;Kean;Strefezza;Norton-Cuffy;Diao;Gosens;Nicolussi Caviglia,Malen,Pulisic,86.27,0.0,0.0,86.27
30,BOBONE32,3-4-3,De Gea,Pavlovic;Ramon;Norton-Cuffy,Paz N.;Zielinski;Saelemaekers;McTominay,Martinez L.;Leao;Douvikas,Lezzerini;Berardi;Maldini;Tiago Gabriel;Gallo;Ondrejka;Lovric,Martinez L.,McTominay,84.03,0.0,0.0,84.03
30,BinuSpuntu,3-4-3,Martinez Jo.,Valeri;Terracciano F.;Belghali,Paz N.;McKennie;Saelemaekers;McTominay,Martinez L.;Hojlund;David,Sommer;Da Cunha;Solomon;Atta;Van Der Brempt;Rugani;Pongracic,McKennie,Paz N.,80.91,0.0,0.0,80.91
30,Boiali,3-4-3,Maignan,Ramon;Ghilardi;Delprato,Paz N.;McTominay;Orsolini;Zaniolo,Malen;Martinez L.;Douvikas,Terracciano;Kean;Vasquez;Zaccagni;Ordonez C.;Tiago Gabriel;Zerbin,Martinez L.,Paz N.,86.52,0.0,0.0,86.52
30,CISCO TEAM,3-4-3,Terracciano,Bremer;Cambiaso;Valeri,Pulisic;Paz N.;Pellegrini Lo.;Mazzitelli,Martinez L.;Ferguson E.;Berardi,Milinkovic-Savic V.;Cancellieri;Maldini;Norton-Cuffy;Prati;Tiago Gabriel;Doig,Martinez L.,Bremer,83.35,0.0,0.0,83.35
30,CLAN,3-4-3,Di Gregorio,Wesley;Gutierrez;Rugani,Baturina;Modric;McTominay;Zalewski,Malen;Thuram;Hojlund,Perin;Malinovskyi;Solomon;Baldanzi;Bernardeschi;Nicolussi Caviglia;Comuzzo,Hojlund,Malen,84.39,0.0,0.0,84.39
30,Collocolo Team,3-4-3,Martinez Jo.,N'Dicka;Rrahmani;Valeri,Pulisic;Baturina;McTominay;Gudmundsson A.,Martinez L.;Leao;Pellegrino M.,Sommer;Kean;Basic;Belghali;Norton-Cuffy;Joao Mario;Pavoletti,Martinez L.,McTominay,83.73,0.0,0.0,83.73
30,Concali Craboni FC,3-4-3,Provedel,Dimarco;Palestra;Valle,Pulisic;Paz N.;Zambo Anguissa;Barella,Douvikas;David;Esposito Se.,Motta;Akanji;Bonazzoli;Baschirotto;Berisha M.;Mina;Moreo,Paz N.,Dimarco,84.23,0.0,0.0,84.23
30,CuginiDiCampagna,3-4-3,Carnesecchi,Wesley;Ramon;Joao Mario,Pulisic;Orsolini;Zaniolo;Strefezza,Martinez L.;David;Kean,Sportiello;Pinamonti;Adopo;Nicolussi Caviglia;Tiago Gabriel;Muharemovic;Frese,Martinez L.,Orsolini,81.02,0.0,0.0,81.02
30,DEEDPULLY,3-4-3,Svilar,Dimarco;De Winter;Mina,Pulisic;Loftus-Cheek;Zalewski;Orsolini,Raspadori;Kilicsoy;David,Vasquez D. *;Zaniolo;Berardi;Esposito Se.;Maldini;Iannoni;Joao Mario,Orsolini,Dimarco,84.62,0.0,0.0,84.62
30,DonBosko46,3-4-3,Martinez Jo.,Vojvoda;Mancini;Cambiaso,Pulisic;Saelemaekers;McTominay;Orsolini,Martinez L.;De Ketelaere;Hojlund,Sommer;Vlahovic;Vergara;Bellanova;Berisha M.;Maldini;Iannoni,Martinez L.,Hojlund,83.42,0.0,0.0,83.42
30,Due Amici al Var,3-4-3,Di Gregorio,Wesley;Tomori;Joao Mario,Paz N.;McTominay;Orsolini;Zaniolo,Malen;Martinez L.;David,Perin;Kean;Maldini;Prati;Diouf;Tiago Gabriel;Dodò,Malen,Martinez L.,84.29,0.0,0.0,84.29
30,EquipoA,4-3-3,Milinkovic-Savic V.,Ramon;Palestra;Zappacosta;Dumfries,Pulisic;Paz N.;Orsolini,Malen;Martinez L.;Yildiz,Martinez Jo.;Rodriguez Je.;Berardi;Rrahmani;Bellanova;Maldini;Zaccagni,Pulisic,Orsolini,88.23,1.0,0.0,89.23
30,Evergreen,5-4-1,De Gea,Dimarco;Palestra;Hermoso;Ostigard;Kossounou,Zielinski;Zalewski;Gudmundsson A.;Sucic P.,David,Lezzerini;Ekhator;Politano;Buongiorno;Iannoni;Pezzella Giu.;Pavoletti,David,Dimarco,77.53,1.0,0.0,78.53
30,F.C Pennic Hellas,3-4-3,Milinkovic-Savic V.,Dimarco;Valle;Norton-Cuffy,Zaniolo;Ederson D.S.;Atta;Vlasic,Martinez L.;Esposito F.P.;Hojlund,Caprile;David;Giovane;Basic;Zaccagni;Adopo;Tiago Gabriel,Martinez L.,Dimarco,80.32,0.0,0.0,80.32
30,FC Buttarighe,3-5-2,Terracciano,Kalulu;Delprato;Norton-Cuffy,Pulisic;Paz N.;Modric;Zielinski;McTominay,Malen;Martinez L.,De Gea;Esposito F.P.;Zalewski;Rodriguez Je.;Boga;El Shaarawy;Mina,Martinez L.,Malen,88.48,0.0,0.0,88.48
30,FC Galli,3-4-3,Svilar,Kalulu;Akanji;Bellanova,Pulisic;Zielinski;Malinovskyi;Pasalic,Martinez L.;Leao;Hojlund,Scuffet;Pedro;Basic;Folorunsho;Kristensen T.;Juan Jesus;Lazzari,Martinez L.,Zielinski,85.08,0.0,0.0,85.08
30,FC Plasmon,3-4-3,Provedel,Dimarco;Martin;Cambiaso,Pulisic;Paz N.;Malinovskyi;Maldini,Malen;Martinez L.;David,Perin;Kean;Miranda J.;Angelino;Tiago Gabriel;Venturino;Dodò,Martinez L.,Malen,87.21,0.0,0.0,87.21
30,FC Spiaze,3-4-3,Di Gregorio,Dimarco;Palestra;Beukema,Pulisic;Paz N.;Ricci S.;Vergara,Martinez L.;De Ketelaere;Hojlund,Perin;Rodriguez Je.;Norton-Cuffy;Iannoni;Joao Mario;Diouf;Tiago Gabriel,Martinez L.,De Ketelaere,84.51,0.0,0.0,84.51
30,Fc Cortomuso,3-4-3,Milinkovic-Savic V.,Pavlovic;Palestra;Martin,Pulisic;Paz N.;McTominay;Malinovskyi,Malen;Martinez L.;Leao,Meret;Orsolini;Kean;Bellanova;Maldini;Ahanor;Tiago Gabriel,Martinez L.,Malen,89.7,0.0,0.0,89.7
30,Fc nipiri,4-3-3,Milinkovic-Savic V.,Scalvini;Akanji;Di Lorenzo;Solet,Paz N.;Orsolini;Thuram K.,Bonny;David;Berardi,Meret;Musah;Gosens;Karlstrom;Pavoletti;Liteta;Doig,Paz N.,Orsolini,79.05,1.0,0.0,80.05
30,Giubbentus,3-4-3,Maignan,Norton-Cuffy;Smolcic I.;Obert,Pulisic;McKennie;Zaniolo;Folorunsho,Martinez L.;Scamacca;Vlahovic,Terracciano;David;Zaccagni;Prati;Tiago Gabriel;Veiga D.;Stulic,Martinez L.,Scamacca,80.57,0.0,0.0,80.57
30,HeineKean,3-4-3,Svilar,Ramon;Cambiaso;Bellanova,Loftus-Cheek;McTominay;Conceicao;Gudmundsson A.,Thuram;Hojlund;David,Vasquez D. *;Vergara;Fagioli;Prati;Obert;Tiago Gabriel;Floriani Mussolini,Thuram,David,79.66,0.0,0.0,79.66
30,Hellas merdona,4-3-3,De Gea,Mancini;Dumfries;Terracciano F.;Norton-Cuffy,Pulisic;Paz N.;Malinovskyi,Malen;Martinez L.;Leao,Lezzerini;Kilicsoy;Adopo;Elmas;Tiago Gabriel;Marusic;Bondo,Martinez L.,Paz N.,85.36,0.0,0.0,85.36
30,I COMPARI,3-4-3,Caprile,Martin;Solet;Bellanova,Pulisic;Baturina;Paz N.;McTominay,Malen;Martinez L.;Leao,Scuffet;Soulè;Adzic;Vergara;Zaragoza;Valeri;Terracciano F.,Martinez L.,McTominay,88.41,0.0,0.0,88.41
30,I Cigni,3-4-3,Martinez Jo.,Hermoso;Valle;Valeri,Baturina;Isaksen;Vergara;Rowe,Malen;Martinez L.;Berardi,Sommer;Politano;Folorunsho;Norton-Cuffy;Almqvist;Dodò;Ndour,Martinez L.,Malen,81.97,0.0,0.0,81.97
30,ISGOPPAISI2,3-4-3,Svilar,Kalulu;Vojvoda;Rrahmani,Paz N.;Calhanoglu;McTominay;Gudmundsson A.,Scamacca;Bonny;Soulè,Milinkovic-Savic V.;David;Kean;Maldini;Lucumì;Adopo;Joao Mario,Scamacca,Soulè,83.27,0.0,0.0,83.27
30,Imperatori del culo,3-4-3,Maignan,Bastoni;Ostigard;Cambiaso,Pulisic;Orsolini;Gudmundsson A.;Vergara,Malen;Martinez L.;David,Terracciano;Kean;Bellanova;Adopo;Vitik;Tiago Gabriel;Morata,Martinez L.,Orsolini,85.31,0.0,0.0,85.31
30,Ipa Bali,3-4-3,Maignan,Ramon;Ostigard;Martin,Pulisic;Paz N.;McTominay;Malinovskyi,Malen;Martinez L.;Berardi,Terracciano;Vergara;Zaragoza;Maldini;Luperto;Frattesi;Bianchetti,Martinez L.,Berardi,87.98,0.0,0.0,87.98
30,KARABE 1975,3-4-3,Pessina Mas.,Pavlovic;Zappacosta;Valeri,Baturina;Zielinski;Ederson D.S.;Gudmundsson A.,Scamacca;Hojlund;Colombo,Skorupski;Esposito Se.;Kean;Idrissi R.;Karlstrom;Thorstvedt;Tiago Gabriel,Hojlund,Scamacca,80.55,0.0,0.0,80.55
30,Kung-Fu Pandev,3-4-3,Martinez Jo.,Wesley;Norton-Cuffy;Tiago Gabriel,Paz N.;McKennie;Conceicao;Zaragoza,Soulè;Hojlund;David,Sommer;Kean;Vlasic;Maldini;Politano;Pezzella Giu.;Doig,Hojlund,Soulè,78.47,0.0,0.0,78.47
30,LE 4 M,3-5-2,Di Gregorio,Palestra;Martin;Solet,Pulisic;Paz N.;Zielinski;McKennie;Zaniolo,Martinez L.;Hojlund,Perin;Kean;Dumfries;Delprato;Prati;Joao Mario;Ndour,McKennie,Martinez L.,83.7,0.0,0.0,83.7
30,LEONE,5-3-2,Milinkovic-Savic V.,Bremer;Kempf;Wesley;Pavlovic;Bisseck,Paz N.;Saelemaekers;Ederson D.S.,Kilicsoy;Davis K.,Meret;Berardi;Atta;Cambiaso;Simeone;Piccoli;Adopo,Bremer,Pavlovic,82.33,1.0,0.0,83.33
30,Leonte FC,3-4-3,Di Gregorio,Bremer;Pavlovic;Bastoni,Pulisic;McTominay;Vergara;Basic,Martinez L.;Leao;Soulè,Perin;Djimsiti;Cancellieri;Estevez;Dodò;Ndour;Stulic,Martinez L.,Bastoni,84.57,0.0,0.0,84.57
30,Lions,3-5-2,Di Gregorio,Cambiaso;Bellanova;Van Der Brempt,Pulisic;Paz N.;Loftus-Cheek;McTominay;Pasalic,Douvikas;Thuram,Perin;Cancellieri;Gosens;Prati;Kristensen T.;Tiago Gabriel;Provstgaard,McTominay,Pulisic,82.49,0.0,0.0,82.49
30,Longobarda,3-4-3,Maignan,Akanji;Cambiaso;Vasquez,Paz N.;McTominay;Konè M.;Vergara,Soulè;Solomon;Berardi,Terracciano;Dybala;Kean;Baldanzi;Dodò;Pezzella Giu.;Miller L.,Cambiaso,Paz N.,79.07,0.0,0.0,79.07
30,LosPollosHermanos,3-4-3,Maignan,Dimarco;Dumfries;Bellanova,Zielinski;McKennie;McTominay;Orsolini,Malen;Raspadori;Boga,Terracciano;Atta;El Shaarawy;Ekkelenkamp;Delprato;Bernardeschi;Pinamonti,McTominay,Orsolini,86.96,0.0,0.0,86.96
30,Lunarossa,3-4-3,Martinez Jo.,Wesley;Bartesaghi;Mina,Pulisic;Baturina;Paz N.;McTominay,Martinez L.;Yildiz;Hojlund,Sommer;Strefezza;Elmas;Tiago Gabriel;Zerbin;Lazaro;Tavares N.,Martinez L.,Hojlund,86.54,0.0,0.0,86.54
30,MARCIO TEAM,3-4-3,Di Gregorio,Palestra;Hermoso;Norton-Cuffy,Pulisic;Paz N.;McTominay;Orsolini,Malen;Martinez L.;Solomon,Perin;Berardi;El Shaarawy;Maldini;Gosens;Obert;Ndour,Malen,Palestra,86.57,0.0,0.0,86.57
30,Malmö FF,3-4-3,Di Gregorio,Wesley;De Winter;Bellanova,Modric;McTominay;Malinovskyi;Ekkelenkamp,Martinez L.;Bonny;Berardi,Perin;Esposito Se.;Zaragoza;El Aynaoui;Terracciano F.;Buongiorno;Piccoli,Modric,Martinez L.,80.7,0.0,0.0,80.7
30,Mapoitta,3-4-3,Martinez Jo.,Vojvoda;Zappacosta;Cambiaso,Paz N.;McKennie;McTominay;Malinovskyi,Leao;Scamacca;Thuram,Sommer;Zaniolo;Boga;Ekhator;Bellanova;Valeri;Moro N.,Scamacca,Paz N.,83.57,0.0,0.0,83.57
30,Nastro Azzurro,3-5-2,Svilar,Gabbia;Valenti;Gosens,Pulisic;Baturina;Paz N.;McKennie;McTominay,Malen;Martinez L.,Gollini;David;Kean;Vergara;Prati;Obert;Zerbin,Martinez L.,McTominay,87.91,0.0,0.0,87.91
30,Non troppo cattivi,3-5-2,Svilar,Dimarco;Martin;Norton-Cuffy,Pulisic;Paz N.;McTominay;Orsolini;Prati,Malen;Martinez L.,Perin;Diouf;Bianchetti;Ndour;Muharemovic;Morata;Zemura,Martinez L.,Malen,87.85,0.0,0.0,87.85
