round,fantateam,module,portiere,difensori,centrocampisti,attaccanti,panchina,capitano,vice_capitano,base_total,mod_difesa,mod_capitano,predicted_total
36,BOBONE32,3-4-3,De Gea,Pavlovic;Ramon;Norton-Cuffy,McTominay;Paz N.;Zielinski;Saelemaekers,Martinez L.;Leao;Berardi,Lezzerini;Douvikas;Zapata D.;Tiago Gabriel;Gallo;Canestrelli;Aebischer,Martinez L.,McTominay,80.67,0.0,0.0,80.67
36,BinuSpuntu,3-4-3,Martinez Jo.,Terracciano F.;Belghali;Valeri,McTominay;Paz N.;Saelemaekers;McKennie,Martinez L.;Hojlund;Solomon,Sommer;Atta;Da Cunha;David;Van Der Brempt;Canestrelli;Rugani,McKennie,McTominay,80.58,0.0,0.0,80.58
36,Boiali,3-4-3,Maignan,Ramon;Ghilardi;Delprato,McTominay;Paz N.;Zaniolo;Orsolini,Malen;Martinez L.;Douvikas,Terracciano;Kean;Zaccagni;Zerbin;Okereke;Vasquez;Tramoni M.,Martinez L.,Paz N.,82.59,0.0,0.0,82.59
36,CISCO TEAM,3-4-3,Milinkovic-Savic V.,Bremer;Cambiaso;Valeri,Pulisic;Paz N.;Mazzitelli;Pellegrini Lo.,Martinez L.;Berardi;Ferguson E.,Terracciano;Cancellieri;Prati;Norton-Cuffy;Tiago Gabriel;Doig;Canestrelli,Martinez L.,Bremer,81.06,0.0,0.0,81.06
36,CLAN,3-4-3,Di Gregorio,Wesley;Gutierrez;Lazaro,McTominay;Baturina;Modric;Malinovskyi,Malen;Hojlund;Thuram,Perin;Solomon;Zalewski;Nicolussi Caviglia;Baldanzi;Zapata D.;Comuzzo,Hojlund,Malen,82.58,0.0,0.0,82.58
36,Collocolo Team,3-4-3,Martinez Jo.,Rrahmani;N'Dicka;Belghali,Pulisic;McTominay;Baturina;Gudmundsson A.,Martinez L.;Leao;Kean,Sommer;Pellegrino M.;Basic;Valeri;Norton-Cuffy;Pavoletti;Joao Mario,Martinez L.,McTominay,82.27,0.0,0.0,82.27
36,Concali Craboni FC,3-4-3,Provedel,Dimarco;Palestra;Akanji,Pulisic;Zambo Anguissa;Paz N.;Berisha M.,Douvikas;Bonazzoli;Esposito Se.,Motta;Baschirotto;Barella;Valle;David;Moreo;Mina,Paz N.,Dimarco,84.06,0.0,0.0,84.06
36,CuginiDiCampagna,3-4-3,Carnesecchi,Wesley;Ramon;Muharemovic,Pulisic;Zaniolo;Orsolini;Adopo,Martinez L.;Kean;Pinamonti,Sportiello;David;Nicolussi Caviglia;Collocolo;Strefezza;Joao Mario;Tiago Gabriel,Martinez L.,Orsolini,77.93,0.0,0.0,77.93
36,DEEDPULLY,3-4-3,Svilar,Dimarco;De Winter;Mina,Pulisic;Loftus-Cheek;Zaniolo;Orsolini,Kilicsoy;Berardi;Esposito Se.,Vasquez D. *;Raspadori;David;Zalewski;Iannoni;Ilkhan;Muharemovic,Orsolini,Zaniolo,81.8,0.0,0.0,81.8
36,DonBosko46,3-5-2,Martinez Jo.,Vojvoda;Mancini;Cambiaso,Pulisic;McTominay;Saelemaekers;Vergara;Berisha M.,Martinez L.;Hojlund,Sommer;Orsolini;Vlahovic;Iannoni;De Ketelaere;Tiago Gabriel;Bellanova,Martinez L.,Hojlund,81.68,0.0,0.0,81.68
36,Due Amici al Var,3-4-3,Di Gregorio,Wesley;Tomori;Dodò,McTominay;Paz N.;Zaniolo;Orsolini,Malen;Martinez L.;Kean,Perin;David;Prati;Lazaro;Gineitis;Pavoletti;Joao Mario,Malen,Martinez L.,81.89,0.0,0.0,81.89
36,EquipoA,4-3-3,Milinkovic-Savic V.,Palestra;Ramon;Rrahmani;Dumfries,Pulisic;Paz N.;Orsolini,Malen;Martinez L.;Yildiz,Martinez Jo.;Berardi;Rodriguez Je.;Zaccagni;Zerbin;Ndour;Zappacosta,Pulisic,Orsolini,83.8,1.0,0.0,84.8
36,Evergreen,4-5-1,De Gea,Dimarco;Palestra;Hermoso;Ostigard,Zielinski;Gudmundsson A.;Politano;Zalewski;Iannoni,David,Lezzerini;Sucic P.;Buongiorno;Ekhator;Kossounou;Ilkhan;Zapata D.,David,Dimarco,75.29,1.0,0.0,76.29
36,F.C Pennic Hellas,3-4-3,Milinkovic-Savic V.,Dimarco;Valle;Dodò,Vlasic;Zaniolo;Atta;Basic,Martinez L.;Hojlund;Giovane,Caprile;Esposito F.P.;David;Zaccagni;Adopo;Ederson D.S.;Norton-Cuffy,Martinez L.,Dimarco,80.19,0.0,0.0,80.19
36,FC Buttarighe,3-5-2,Terracciano,Kalulu;Mina;Delprato,Pulisic;McTominay;Paz N.;Modric;Zielinski,Malen;Martinez L.,De Gea;Esposito F.P.;Zalewski;Rodriguez Je.;Boga;El Shaarawy;Dodò,Martinez L.,Malen,85.08,0.0,0.0,85.08
36,FC Galli,3-4-3,Svilar,Kalulu;Akanji;Kristensen T.,Pulisic;Zielinski;Malinovskyi;Basic,Martinez L.;Hojlund;Leao,Scuffet;Pedro;Folorunsho;Pasalic;Doig;Juan Jesus;Bellanova,Martinez L.,Zielinski,81.57,0.0,0.0,81.57
36,FC Plasmon,3-4-3,Provedel,Dimarco;Cambiaso;Martin,Pulisic;Paz N.;Malinovskyi;Zerbin,Malen;Martinez L.;Kean,Perin;David;Ndour;Dodò;Tiago Gabriel;Angelino;Miranda J.,Martinez L.,Malen,83.72,0.0,0.0,83.72
36,FC Spiaze,3-4-3,Di Gregorio,Dimarco;Palestra;Beukema,Pulisic;Paz N.;Vergara;Ricci S.,Martinez L.;Hojlund;Rodriguez Je.,Perin;Iannoni;De Ketelaere;Leris;Bernede;Norton-Cuffy;Pavoletti,Martinez L.,Dimarco,82.81,0.0,0.0,82.81
36,Fc Cortomuso,3-4-3,Milinkovic-Savic V.,Palestra;Pavlovic;Martin,Pulisic;McTominay;Paz N.;Malinovskyi,Malen;Martinez L.;Leao,Meret;Kean;Orsolini;Dodò;Ilkhan;Tiago Gabriel;Bellanova,Martinez L.,Malen,86.05,0.0,0.0,86.05
36,Fc nipiri,4-3-3,Milinkovic-Savic V.,Akanji;Di Lorenzo;Solet;Scalvini,Paz N.;Orsolini;Thuram K.,Berardi;Bonny;David,Meret;Gosens;Gineitis;Karlstrom;Pavoletti;Liteta;Doig,Paz N.,Orsolini,76.28,0.0,0.0,76.28
36,Giubbentus,3-4-3,Maignan,Obert;Norton-Cuffy;Smolcic I.,Pulisic;McKennie;Zaniolo;Folorunsho,Martinez L.;Scamacca;Vlahovic,Milinkovic-Savic V.;David;Zaccagni;Prati;Stulic;Tiago Gabriel;Canestrelli,Martinez L.,Scamacca,76.24,0.0,0.0,76.24
36,HeineKean,3-5-2,Svilar,Ramon;Cambiaso;Obert,McTominay;Loftus-Cheek;Vergara;Gudmundsson A.;Fagioli,Hojlund;Thuram,Vasquez D. *;Conceicao;David;Prati;Angori;Cheddira;Tiago Gabriel,Thuram,McTominay,78.84,0.0,0.0,78.84
36,Hellas merdona,3-4-3,De Gea,Mancini;Dumfries;Terracciano F.,Pulisic;Paz N.;Malinovskyi;Elmas,Malen;Martinez L.;Leao,Lezzerini;Kilicsoy;Adopo;Bondo;Lazaro;Ilkhan;Norton-Cuffy,Martinez L.,Paz N.,81.64,0.0,0.0,81.64
36,I COMPARI,3-4-3,Caprile,Solet;Terracciano F.;Martin,Pulisic;McTominay;Baturina;Paz N.,Malen;Martinez L.;Leao,Scuffet;Soulè;Vergara;Adzic;Valeri;Dodò;Zaragoza,Martinez L.,McTominay,84.81,0.0,0.0,84.81
36,I Cigni,3-4-3,Martinez Jo.,Valle;Hermoso;Valeri,Baturina;Vergara;Isaksen;Politano,Malen;Martinez L.;Berardi,Sommer;Folorunsho;Ndour;Dodò;Norton-Cuffy;Zapata D.;Tramoni M.,Martinez L.,Malen,81.01,0.0,0.0,81.01
36,ISGOPPAISI2,3-4-3,Svilar,Kalulu;Vojvoda;Rrahmani,McTominay;Paz N.;Calhanoglu;Gudmundsson A.,Bonny;Kean;Soulè,Milinkovic-Savic V.;Scamacca;David;Adopo;Dodò;Joao Mario;Tiago Gabriel,Calhanoglu,Soulè,80.85,0.0,0.0,80.85
36,Imperatori del culo,3-4-3,Maignan,Bastoni;Ostigard;Cambiaso,Pulisic;Vergara;Gudmundsson A.;Orsolini,Malen;Martinez L.;Kean,Terracciano;David;Adopo;Tramoni M.;Tiago Gabriel;Bellanova;Vitik,Martinez L.,Orsolini,83.22,0.0,0.0,83.22
36,Ipa Bali,3-4-3,Maignan,Ramon;Ostigard;Luperto,Pulisic;McTominay;Paz N.;Vergara,Malen;Martinez L.;Berardi,Terracciano;Malinovskyi;Martin;Bianchetti;Zaragoza;Pavoletti;Gallo,Martinez L.,Berardi,85.24,0.0,0.0,85.24
36,KARABE 1975,3-4-3,Pessina Mas.,Pavlovic;Idrissi R.;Valeri,Baturina;Zielinski;Gudmundsson A.;Thorstvedt,Hojlund;Kean;Esposito Se.,Skorupski;Scamacca;Colombo;Ndour;Ederson D.S.;Zappacosta;Gineitis,Hojlund,Zielinski,78.19,0.0,0.0,78.19
36,Kung-Fu Pandev,3-4-3,Martinez Jo.,Wesley;Norton-Cuffy;Tiago Gabriel,Paz N.;Vlasic;McKennie;Politano,Hojlund;Kean;Soulè,Sommer;Conceicao;David;Zaragoza;Doig;Bowie;Pezzella Giu.,Hojlund,Soulè,77.4,0.0,0.0,77.4
36,LE 4 M,3-4-3,Di Gregorio,Palestra;Solet;Dumfries,Pulisic;Paz N.;Zielinski;McKennie,Martinez L.;Hojlund;Kean,Perin;Zaniolo;Prati;Martin;Delprato;Okereke;Ndour,McKennie,Martinez L.,82.37,0.0,0.0,82.37
36,LEONE,4-3-3,Milinkovic-Savic V.,Bremer;Bisseck;Kempf;Pavlovic,Paz N.;Saelemaekers;Atta,Kilicsoy;Berardi;Simeone,Meret;Davis K.;Wesley;Cambiaso;Piccoli;Adopo;Ederson D.S.,Bremer,Pavlovic,81.4,1.0,0.0,82.4
36,Leonte FC,3-4-3,Di Gregorio,Bremer;Pavlovic;Bastoni,Pulisic;McTominay;Vergara;Basic,Martinez L.;Leao;Soulè,Perin;Cancellieri;Ndour;Dodò;Stulic;Canestrelli;Djimsiti,Martinez L.,Bastoni,83.13,0.0,0.0,83.13
36,Lions,3-4-3,Di Gregorio,Cambiaso;Gosens;Kristensen T.,Pulisic;McTominay;Paz N.;Loftus-Cheek,Douvikas;Thuram;Cancellieri,Perin;Prati;Pasalic;Okereke;Ndour;Van Der Brempt;Tiago Gabriel,McTominay,Gosens,79.13,0.0,0.0,79.13
36,Longobarda,3-4-3,Maignan,Akanji;Cambiaso;Dodò,McTominay;Paz N.;Vergara;Konè M.,Berardi;Solomon;Kean,Terracciano;Soulè;Dybala;Bondo;Vasquez;Baldanzi;Pezzella Giu.,Cambiaso,Dodò,79.44,0.0,0.0,79.44
36,LosPollosHermanos,3-5-2,Maignan,Dimarco;Dumfries;Delprato,McTominay;Zielinski;McKennie;Atta;Orsolini,Malen;Raspadori,Terracciano;Pinamonti;Ekkelenkamp;Boga;El Shaarawy;Lazaro;Joao Mario,McTominay,Orsolini,82.75,0.0,0.0,82.75
36,Lunarossa,3-4-3,Martinez Jo.,Wesley;Bartesaghi;Mina,Pulisic;McTominay;Baturina;Paz N.,Martinez L.;Hojlund;Yildiz,Sommer;Elmas;Zerbin;Lazaro;Ilkhan;Strefezza;Tiago Gabriel,Martinez L.,Hojlund,84.38,0.0,0.0,84.38
36,MARCIO TEAM,3-4-3,Di Gregorio,Palestra;Hermoso;Gosens,Pulisic;McTominay;Paz N.;Orsolini,Malen;Martinez L.;Berardi,Perin;Solomon;El Shaarawy;Ndour;Obert;Ilkhan;Norton-Cuffy,Malen,Palestra,84.52,0.0,0.0,84.52
36,Malmö FF,3-4-3,Di Gregorio,Wesley;De Winter;Terracciano F.,McTominay;Modric;Malinovskyi;Ekkelenkamp,Martinez L.;Berardi;Bonny,Perin;Esposito Se.;Piccoli;Coulibaly L.;Buongiorno;Adopo;Zaragoza,Modric,McTominay,79.34,0.0,0.0,79.34
36,Mapoitta,3-4-3,Martinez Jo.,Vojvoda;Cambiaso;Gosens,McTominay;Paz N.;McKennie;Zaniolo,Leao;Thuram;Scamacca,Sommer;Malinovskyi;Boga;Valeri;Zappacosta;Ekhator;Tiago Gabriel,Scamacca,Zaniolo,79.01,0.0,0.0,79.01
36,Nastro Azzurro,3-4-3,Svilar,Gabbia;Gosens;Obert,Pulisic;McTominay;Baturina;Paz N.,Malen;Martinez L.;Kean,Gollini;Vergara;McKennie;David;Zerbin;Prati;Angori,Martinez L.,McTominay,84.68,0.0,0.0,84.68
36,Non troppo cattivi,3-5-2,Svilar,Dimarco;Martin;Bianchetti,Pulisic;McTominay;Paz N.;Orsolini;Prati,Malen;Martinez L.,Perin;Ndour;Norton-Cuffy;Muharemovic;Niasse;Diouf;Sarr A.,Martinez L.,Malen,84.84,0.0,0.0,84.84
36,OnlyFans,3-4-3,Carnesecchi,Palestra;Terracciano F.;Mina,Pulisic;McTominay;Zaniolo;Thuram K.,Leao;Berardi;Thuram,Sportiello;Kouamè *;Gosens;Martin;Adopo;Dodò;Ilkhan,Pulisic,McTominay,80.82,0.0,0.0,80.82
36,PEAKY BLINDERS,3-4-3,Di Gregorio,Barbieri;Martin;Valeri,Pulisic;Rabiot;Paz N.;Zaniolo,Martinez L.;Hojlund;David,Perin;Zerbin;Adopo;Dodò;Norton-Cuffy;Sorensen O.;Pavoletti,Martinez L.,David,80.07,0.0,0.0,80.07
36,Peaky Tunas,3-4-3,Di Gregorio,Bastoni;Di Lorenzo;Terracciano F.,Pulisic;Paz N.;Konè I.;Barella,Martinez L.;Leao;Yildiz,Perin;Obert;Angori;Pavoletti;Piotrowski;Tiago Gabriel;Tameze,Martinez L.,Paz N.,81.16,0.0,0.0,81.16
36,Pi-Ciaccio,3-4-3,Maignan,Bremer;Mancini;Gutierrez,McTominay;Rabiot;Paz N.;Atta,Martinez L.;Douvikas;Esposito Se.,Terracciano;Colombo;David;Mina;Prati;Martin;Bondo,Martinez L.,McTominay,82.5,0.0,0.0,82.5
36,Piovra73,3-4-3,Maignan,Terracciano F.;Cambiaso;Tiago Gabriel,McTominay;Paz N.;Mazzitelli;Vergara,Martinez L.;Berardi;Kean,Terracciano;Giovane;Orsolini;Sorensen O.;Liteta;Marcandalli;Canestrelli,Kean,Martinez L.,80.37,0.0,0.0,80.37
36,Plu-Team,3-4-3,Di Gregorio,Wesley;Bartesaghi;Gosens,Pulisic;Paz N.;Saelemaekers;Orsolini,Martinez L.;Bonny;Esposito F.P.,Perin;Da Cunha;Adzic;Zerbin;Martin;Bernasconi;Bellanova,Martinez L.,Orsolini,80.57,0.0,0.0,80.57
36,Pro secco,3-4-3,Maignan,Vojvoda;Terracciano F.;Zappa,Pulisic;McTominay;Paz N.;Vlasic,Martinez L.;Hojlund;Douvikas,Terracciano;Orsolini;Zerbin;Nicolussi Caviglia;Tiago Gabriel;Doig;Aboukhlal,Martinez L.,Hojlund,83.37,0.0,0.0,83.37
36,ProPro Proibito,3-4-3,Terracciano,Rrahmani;Luperto;Valeri,McTominay;Paz N.;Vergara;Zaniolo,Martinez L.;Kilicsoy;Vardy,Martinez Jo.;David;Zalewski;Thuram K.;Cristante;Joao Mario;Tiago Gabriel,Martinez L.,McTominay,79.93,0.0,0.0,79.93
36,ROCKY 3,4-3-3,Milinkovic-Savic V.,Palestra;Wesley;Tomori;Martin,Rabiot;Paz N.;Ederson D.S.,Martinez L.;Berardi;Douvikas,Meret;Solomon;Frendrup;Ilkhan;Norton-Cuffy;Pavoletti;Joao Mario,Martinez L.,Berardi,79.49,1.0,0.0,80.49
36,Real Mellandro,3-4-3,Maignan,Barbieri;Norton-Cuffy;Smolcic I.,Pulisic;Paz N.;Zaniolo;Zaccagni,Malen;Martinez L.;Yildiz,Terracciano;Berardi;Ilkhan;Tiago Gabriel;Marcandalli;Meister;Canestrelli,Malen,Zaniolo,81.54,0.0,0.0,81.54
36,Riccardigno,3-4-3,Maignan,Kempf;Gosens;Valeri,Pulisic;Paz N.;Zaniolo;Isaksen,Kilicsoy;Douvikas;Bonazzoli,Terracciano;Brescianini;Politano;David;Zaragoza;Tiago Gabriel;Doig,Pulisic,Gosens,80.81,0.0,0.0,80.81
36,SAGATU,3-4-3,Martinez Jo.,Terracciano F.;Cambiaso;Gosens,Pulisic;Baturina;McKennie;Atta,Martinez L.;Kean;Giovane,Sommer;Pinamonti;David;Zerbin;Prati;Bianchetti;Doig,Martinez L.,McKennie,79.93,0.0,0.0,79.93
36,SILVEDO,3-4-3,Maignan,Palestra;Terracciano F.;Idrissi R.,Paz N.;Zaniolo;Orsolini;Folorunsho,Martinez L.;Berardi;David,Terracciano;Ndour;Pisilli;Dodò;Grassi;Vasquez;Zapata D.,David,Zaniolo,77.91,0.0,0.0,77.91
36,SMOG,3-4-3,Milinkovic-Savic V.,Kempf;Terracciano F.;Martin,Paz N.;McKennie;Gudmundsson A.;Zaniolo,Martinez L.;Kilicsoy;Kean,Perin;Esposito Se.;David;Odgaard;Delprato;Joao Mario;Tourè I.,Martinez L.,Milinkovic-Savic V.,79.89,0.0,0.0,79.89
36,SPARROW,3-4-3,Maignan,Dimarco;Palestra;Wesley,McTominay;Paz N.;McKennie;Gudmundsson A.,Malen;Martinez L.;Esposito F.P.,Terracciano;David;Iannoni;Martin;Valeri;Dodò;Ilkhan,Martinez L.,Dimarco,86.52,0.0,0.0,86.52
36,SPERA EBBASTA,3-4-3,Martinez Jo.,Wesley;Valeri;Dodò,Pulisic;Rabiot;Paz N.;Konè I.,Martinez L.;Hojlund;Kean,Sommer;Zerbin;Nicolussi Caviglia;Obert;Ilkhan;Tiago Gabriel;Bellanova,Kean,Hojlund,81.63,0.0,0.0,81.63
36,SPOSTATI,3-4-3,De Gea,Palestra;Valle;Mina,Pulisic;Paz N.;Mazzitelli;Vergara,Martinez L.;Hojlund;Leao,Lezzerini;Isaksen;Martin;Kuhn;Tramoni M.;Estupinan;Pezzella Giu.,Martinez L.,Palestra,81.83,0.0,0.0,81.83
36,Sarzanello Team,3-4-3,Maignan,Wesley;Scalvini;Barbieri,Paz N.;Atta;Casadei;Ekkelenkamp,Martinez L.;Yildiz;Esposito Se.,Terracciano;Esposito F.P.;Sucic P.;Martin;Adopo;Pasalic;Angori,Martinez L.,Yildiz,78.23,0.0,0.0,78.23
36,Scarzooka,3-4-3,Di Gregorio,Akanji;Vojvoda;Dodò,Pulisic;Calhanoglu;Isaksen;Da Cunha,Malen;Martinez L.;Douvikas,Perin;Kean;Njie;Zalewski;Adopo;Lazaro;Norton-Cuffy,Martinez L.,Malen,82.46,0.0,0.0,82.46
36,Sciabolata Classica,3-4-3,Svilar,Martin;Angori;Bellanova,McTominay;Paz N.;Zielinski;Vlasic,Hojlund;Berardi;Kean,Perin;Vergara;David;Zapata D.;Sala A.;Rugani;Zè Pedro,McTominay,Zielinski,79.61,0.0,0.0,79.61
36,SerSi-FC,3-4-3,Martinez Jo.,Palestra;Valle;Ostigard,Pulisic;McTominay;Rabiot;Paz N.,Hojlund;Douvikas;Scamacca,Sommer;Atta;Malinovskyi;Cambiaso;Tomori;Martin;Adopo,McTominay,Palestra,82.74,0.0,0.0,82.74
36,Sisal Palace,3-4-3,Svilar,Akanji;Cambiaso;Tomori,Pulisic;McKennie;Barella;Thuram K.,Hojlund;Douvikas;Thuram,Vasquez D. *;Scamacca;Iannoni;Zerbin;Adopo;Kristensen T.;Estupinan,Pulisic,Hojlund,79.46,0.0,0.0,79.46
36,Tana delle Tigri,3-4-3,Carnesecchi,Dimarco;Solet;Barbieri,Pulisic;McTominay;Paz N.;Atta,Martinez L.;Leao;Berardi,Perin;David;Zerbin;Martin;Angori;Ilkhan;Pavoletti,Martinez L.,Solet,84.74,0.0,0.0,84.74
36,Temptation Haaland,3-5-2,Maignan,Dimarco;Barbieri;Valeri,Pulisic;McTominay;Baturina;Paz N.;Vergara,Malen;Martinez L.,Terracciano;David;Zerbin;Ndour;Lazaro;Pavoletti;Walukiewicz,Malen,Martinez L.,87.23,0.0,0.0,87.23
36,TomMat-iga,3-4-3,Maignan,Ramon;Gosens;Martin,Pulisic;McTominay;Paz N.;Vergara,Malen;Martinez L.;Thuram,Terracciano;Scamacca;Orsolini;Folorunsho;El Shaarawy;Joao Mario;Tiago Gabriel,Malen,McTominay,84.94,0.0,0.0,84.94
36,XLiverpuh,3-4-3,Svilar,Palestra;Kempf;Valle,Pulisic;Paz N.;Zielinski;Zaniolo,Martinez L.;Hojlund;Kilicsoy,Zelezny;Yildiz;Atta;Terracciano F.;Gutierrez;Prati;Dia,Hojlund,Pulisic,84.07,0.0,0.0,84.07
36,buttiglia25,3-4-3,Svilar,Dumfries;Idrissi R.;Martin,Pulisic;McTominay;Zaccagni;Zerbin,Hojlund;Yildiz;Thuram,Vasquez D. *;Pavoletti;Harroui;Tiago Gabriel;Tameze;Pezzella Giu.;Juan Jesus,Hojlund,Yildiz,79.79,0.0,0.0,79.79
36,coach 71,3-4-3,Maignan,Dumfries;Terracciano F.;N'Dicka,Paz N.;Zielinski;Zaniolo;Malinovskyi,Malen;Hojlund;Nkunku,Milinkovic-Savic V.;Kean;Giovane;Adopo;Ilkhan;Zaragoza;Norton-Cuffy,Malen,Zielinski,81.78,0.0,0.0,81.78
36,i bro,3-4-3,Svilar,Mina;Bernasconi;Dodò,Pulisic;McTominay;McKennie;Folorunsho,Hojlund;Douvikas;Thuram,Vasquez D. *;Esposito Se.;Miretti;Zerbin;Mkhitaryan;Lazaro;Joao Mario,Thuram,Hojlund,79.95,0.0,0.0,79.95
36,i fratelli merda,3-4-3,Terracciano,Dumfries;De Winter;Idrissi R.,Paz N.;Loftus-Cheek;Bernabè;Da Cunha,Martinez L.;Yildiz;Solomon,Carnesecchi;Esposito Se.;Barella;Colombo;Thuram K.;Belghali;Zerbin,Martinez L.,Yildiz,78.53,0.0,0.0,78.53
36,kalashnikov,3-4-3,Pessina Mas.,Pavlovic;Rrahmani;Dumfries,Pulisic;McTominay;Gudmundsson A.;Zaniolo,Douvikas;Solomon;Kean,Skorupski;Scamacca;Adzic;Cambiaso;Mina;Messias;Juan Jesus,Pulisic,Pulisic,80.66,0.0,0.0,80.66
36,lagg,3-4-3,Maignan,Wesley;Martin;Joao Mario,Paz N.;McKennie;Malinovskyi;Da Cunha,Kean;Scamacca;David,Terracciano;Zaccagni;Nicolussi Caviglia;Zapata D.;Pavoletti;Miranda J.;Sala A.,David,Wesley,75.78,0.0,0.0,75.78
36,mezzebirre,4-3-3,Maignan,Kempf;Wesley;Hermoso;Holm,Pulisic;Neres;Odgaard,Leao;Davis K.;Addai,Caprile;Sanabria;Zaccagni;Beukema;Barbieri;Ndour;Diouf,Leao,Pulisic,79.41,1.0,0.0,80.41
36,pacho team,3-4-3,Milinkovic-Savic V.,Ramon;Baschirotto;Mina,Baturina;Paz N.;McKennie;Atta,Martinez L.;Hojlund;Yildiz,Caprile;Pellegrino M.;Zerbin;Martin;Valeri;Strefezza;Estupinan,Paz N.,Baturina,81.04,0.0,0.0,81.04
36,puerto rosso blu,3-4-3,Pessina Mas.,Palestra;Wesley;Vojvoda,McTominay;Saelemaekers;Vergara;Gudmundsson A.,Douvikas;Thuram;Esposito Se.,Skorupski;Scamacca;Malinovskyi;Folorunsho;Gutierrez;Nicolussi Caviglia;Walukiewicz,Thuram,Gudmundsson A.,79.83,0.0,0.0,79.83
36,real donk,4-3-3,Svilar,Wesley;Vojvoda;Ostigard;Gatti,Pulisic;Zaniolo;Thuram K.,Kilicsoy;Nkunku;Esposito F.P.,Torriani;Pellegrino M.;Krstovic;Prati;Pasalic;Pezzella Giu.;Bertola,Esposito F.P.,Zaniolo,78.68,0.0,0.0,78.68
36,scarsenal,3-4-3,Caprile,Pavlovic;Ramon;N'Dicka,McTominay;Saelemaekers;McKennie;Atta,Malen;Martinez L.;Scamacca,Sherri;Lobotka;Orsolini;Pinamonti;Rodriguez Je.;Zerbin;Nicolussi Caviglia,Martinez L.,McTominay,81.39,0.0,0.0,81.39
37,A.C.TUA CUCS,3-4-3,Sommer,Kempf;Martin;Barbieri,Calhanoglu;Pulisic;Paz N.;McKennie,Martinez L.;Yildiz;Leao,Perin;Zaniolo;Prati;Pavoletti;Tiago Gabriel;Valeri;Marcandalli,Martinez L.,Calhanoglu,86.37,0.0,0.0,86.37
37,AC DENTI,3-4-3,Martinez Jo.,Cambiaso;Doig;Terracciano F.,Pulisic;Paz N.;McKennie;McTominay,Martinez L.;Yildiz;Hojlund,Sommer;Orsolini;Politano;Karlstrom;Meister;Norton-Cuffy;Aebischer,Martinez L.,McTominay,84.76,0.0,0.0,84.76
37,Antibro,3-4-3,Svilar,Dimarco;Cambiaso;Martin,Pulisic;Paz N.;Malinovskyi;Vlasic,Martinez L.;Berardi;Esposito Se.,Nava;Pedro;Meister;Vasquez;Aebischer;Keita M.;Sala A.,Martinez L.,Paz N.,85.44,0.0,0.0,85.44
37,BANDITI,3-4-3,De Gea,Muharemovic;Martin;Norton-Cuffy,Calhanoglu;Pulisic;Paz N.;Rabiot,Martinez L.;Douvikas;Soulè,Lezzerini;Prati;Pavoletti;Joao Mario;Aebischer;Valeri;Bondo,Martinez L.,Soulè,82.93,0.0,0.0,82.93
37,BARAKALLAHOUFIK,4-3-3,Milinkovic-Savic V.,Palestra;Cambiaso;Doig;Bellanova,Pulisic;Paz N.;Orsolini,Malen;Scamacca;Douvikas,Provedel;Kean;Norton-Cuffy;Diao;Gosens;Rowe;Ilkhan,Malen,Pulisic,83.71,0.0,0.0,83.71
37,BOBONE32,3-4-3,De Gea,Ramon;Pavlovic;Norton-Cuffy,Zielinski;Paz N.;McTominay;Saelemaekers,Martinez L.;Berardi;Douvikas,Lezzerini;Leao;Maldini;Aebischer;Tiago Gabriel;Gallo;Lovric,Martinez L.,McTominay,83.29,0.0,0.0,83.29
37,BinuSpuntu,3-4-3,Martinez Jo.,Van Der Brempt;Terracciano F.;Belghali,Paz N.;McKennie;McTominay;Atta,Martinez L.;Hojlund;David,Sommer;Saelemaekers;Da Cunha;Solomon;Akinsanmiro;Valeri;Rugani,McKennie,Atta,81.56,0.0,0.0,81.56
37,Boiali,3-4-3,Maignan,Ramon;Ghilardi;Vasquez,Paz N.;McTominay;Zaniolo;Orsolini,Malen;Martinez L.;Douvikas,Terracciano;Kean;Tramoni M.;Zaccagni;Tiago Gabriel;Zerbin;Delprato,Martinez L.,Paz N.,85.84,0.0,0.0,85.84
37,CISCO TEAM,3-4-3,Milinkovic-Savic V.,Bremer;Cambiaso;Doig,Pulisic;Paz N.;Mazzitelli;Pellegrini Lo.,Martinez L.;Berardi;Ferguson E.,Terracciano;Prati;Maldini;Norton-Cuffy;Cancellieri;Aebischer;Tiago Gabriel,Martinez L.,Bremer,84.32,0.0,0.0,84.32
37,CLAN,3-4-3,Di Gregorio,Wesley;Gutierrez;Lazaro,Baturina;McTominay;Modric;Zalewski,Malen;Thuram;Hojlund,Perin;Malinovskyi;Solomon;Baldanzi;Bernardeschi;Rugani;Canestrelli,Hojlund,Malen,84.22,0.0,0.0,84.22
37,Collocolo Team,3-4-3,Martinez Jo.,Rrahmani;N'Dicka;Doig,Pulisic;Baturina;McTominay;Gudmundsson A.,Martinez L.;Leao;Pellegrino M.,Sommer;Kean;Belghali;Pavoletti;Basic;Norton-Cuffy;Joao Mario,Martinez L.,McTominay,81.29,0.0,0.0,81.29
37,Concali Craboni FC,3-4-3,Provedel,Dimarco;Akanji;Palestra,Pulisic;Paz N.;Zambo Anguissa;Barella,Douvikas;Esposito Se.;David,Motta;Moreo;Bonazzoli;Valle;Berisha M.;Mina;Baschirotto,Paz N.,Dimarco,85.81,0.0,0.0,85.81
