Team,Ruolo,Giocatore,Squadra,PrezzoAcquisto,PrezzoAttuale
SPERA EBBASTA,C,zerbin,Cremonese,3.0,6.0
SPERA EBBASTA,A,buffon l.,Pisa,1.0,1.0
SPERA EBBASTA,A,hojlund,Napoli,21.0,25.0
SPERA EBBASTA,A,leao,Milan,23.0,30.0
SPERA EBBASTA,A,lucca,Napoli,15.0,5.0
SPERA EBBASTA,A,thuram,Inter,31.0,29.0
SPOSTATI,P,de gea,Fiorentina,14.0,11.0
SPOSTATI,P,lezzerini,Fiorentina,1.0,1.0
SPOSTATI,P,Martinelli T.,Fiorentina,1.0,1.0
SPOSTATI,D,bellanova,Atalanta,13.0,6.0
SPOSTATI,D,Lovik,Parma,3.0,2.0
SPOSTATI,D,martin,Genoa,10.0,14.0
SPOSTATI,D,mina,Cagliari,7.0,8.0
SPOSTATI,D,pezzella giu.,Cremonese,6.0,4.0
SPOSTATI,D,terracciano f.,Cremonese,2.0,11.0
SPOSTATI,D,valle,Como,6.0,8.0
SPOSTATI,C,el shaarawy,Roma,8.0,8.0
SPOSTATI,C,isaksen,Lazio,14.0,14.0
SPOSTATI,C,kaba,Lecce,1.0,3.0
SPOSTATI,C,paz n.,Como,20.0,30.0
SPOSTATI,C,pulisic,Milan,28.0,31.0
SPOSTATI,C,saelemaekers,Milan,12.0,19.0
SPOSTATI,C,tramoni m.,Pisa,12.0,9.0
SPOSTATI,C,vranckx,Sassuolo,4.0,3.0
SPOSTATI,A,giovane,Verona,1.0,17.0
SPOSTATI,A,hojlund,Napoli,24.0,25.0
SPOSTATI,A,leao,Milan,24.0,30.0
SPOSTATI,A,meister,Pisa,2.0,8.0
SPOSTATI,A,thuram,Inter,31.0,29.0
Sarzanello Team,P,maignan,Milan,16.0,20.0
Sarzanello Team,P,okoye,Udinese,6.0,10.0
Sarzanello Team,P,terracciano,Milan,1.0,1.0
Sarzanello Team,D,angori,Pisa,5.0,9.0
Sarzanello Team,D,barbieri,Cremonese,3.0,9.0
Sarzanello Team,D,joao mario,Juventus,8.0,2.0
Sarzanello Team,D,martin,Genoa,10.0,14.0
Sarzanello Team,D,scalvini,Atalanta,8.0,12.0
Sarzanello Team,D,tavares n.,Lazio,12.0,6.0
Sarzanello Team,D,wesley,Roma,15.0,16.0
Sarzanello Team,C,adopo,Cagliari,5.0,6.0
Sarzanello Team,C,atta,Udinese,8.0,16.0
Sarzanello Team,C,Carboni V.,Genoa,11.0,4.0
Sarzanello Team,C,isaksen,Lazio,14.0,14.0
Sarzanello Team,C,pasalic,Atalanta,11.0,13.0
Sarzanello Team,C,paz n.,Como,20.0,30.0
Sarzanello Team,C,sergi roberto,Como,4.0,3.0
Sarzanello Team,C,sucic p.,Inter,9.0,11.0
Sarzanello Team,A,esposito f.p.,Inter,7.0,18.0
Sarzanello Team,A,esposito se.,Cagliari,7.0,16.0
Sarzanello Team,A,giovane,Verona,3.0,17.0
Sarzanello Team,A,kean,Fiorentina,31.0,18.0
Sarzanello Team,A,martinez l.,Inter,34.0,34.0
Scarzooka,P,di gregorio,Juventus,16.0,16.0
Scarzooka,P,perin,Juventus,1.0,3.0
Scarzooka,P,pinsoglio,Juventus,1.0,1.0
Scarzooka,D,di lorenzo,Napoli,9.0,12.0
Scarzooka,D,dumfries,Inter,21.0,10.0
Scarzooka,D,lazaro,Torino,7.0,7.0
Scarzooka,D,norton-cuffy,Genoa,3.0,7.0
Scarzooka,D,paz y.,Sassuolo,1.0,1.0
Scarzooka,D,tiago gabriel,Lecce,1.0,9.0
Scarzooka,D,vojvoda,Como,6.0,12.0
Scarzooka,C,adopo,Cagliari,5.0,6.0
Scarzooka,C,da cunha,Como,11.0,11.0
Scarzooka,C,isaksen,Lazio,14.0,14.0
Scarzooka,C,liteta,Cagliari,1.0,1.0
Scarzooka,C,paz n.,Como,27.0,30.0
Scarzooka,C,pulisic,Milan,28.0,31.0
Scarzooka,C,zalewski,Atalanta,7.0,15.0
Scarzooka,C,zerbin,Cremonese,3.0,6.0
Scarzooka,A,buffon l.,Pisa,1.0,1.0
Scarzooka,A,kean,Fiorentina,31.0,18.0
Scarzooka,A,leao,Milan,26.0,30.0
Scarzooka,A,martinez l.,Inter,34.0,34.0
Scarzooka,A,njie,Torino,1.0,6.0
Sciabolata Classica,P,gollini,Roma,1.0,1.0
Sciabolata Classica,P,perin,Juventus,1.0,3.0
Sciabolata Classica,P,svilar,Roma,15.0,19.0
Sciabolata Classica,D,angori,Pisa,5.0,9.0
Sciabolata Classica,D,bellanova,Atalanta,13.0,6.0
Sciabolata Classica,D,cambiaso,Juventus,15.0,10.0
Sciabolata Classica,D,martin,Genoa,10.0,14.0
Sciabolata Classica,D,tavares n.,Lazio,12.0,6.0
Sciabolata Classica,D,veiga d.,Lecce,1.0,5.0
Sciabolata Classica,D,vitik,Bologna,8.0,4.0
Sciabolata Classica,C,asllani,Torino,4.0,3.0
Sciabolata Classica,C,atta,Udinese,8.0,16.0
Sciabolata Classica,C,gudmundsson a.,Fiorentina,17.0,17.0
Sciabolata Classica,C,Hernani,Parma,3.0,2.0
Sciabolata Classica,C,mctominay,Napoli,26.0,25.0
Sciabolata Classica,C,paz n.,Como,21.0,30.0
Sciabolata Classica,C,Stanciu,Genoa,8.0,1.0
Sciabolata Classica,C,vlasic,Torino,15.0,18.0
Sciabolata Classica,A,benedyczak,Parma,1.0,8.0
Sciabolata Classica,A,berardi,Sassuolo,21.0,21.0
Sciabolata Classica,A,kean,Fiorentina,33.0,18.0
Sciabolata Classica,A,vlahovic,Juventus,21.0,15.0
Sciabolata Classica,A,zapata d.,Torino,10.0,7.0
SerSi-FC,P,di gennaro,Inter,1.0,1.0
SerSi-FC,P,martinez jo.,Inter,2.0,1.0
SerSi-FC,P,sommer,Inter,16.0,14.0
SerSi-FC,D,cambiaso,Juventus,15.0,10.0
SerSi-FC,D,esteves t.,Pisa,1.0,1.0
SerSi-FC,D,martin,Genoa,10.0,14.0
SerSi-FC,D,ostigard,Genoa,9.0,15.0
SerSi-FC,D,palestra,Cagliari,4.0,15.0
SerSi-FC,D,tomori,Milan,8.0,7.0
SerSi-FC,D,valle,Como,6.0,8.0
SerSi-FC,C,adopo,Cagliari,5.0,6.0
SerSi-FC,C,atta,Udinese,6.0,16.0
SerSi-FC,C,gudmundsson a.,Fiorentina,24.0,17.0
SerSi-FC,C,loftus-cheek,Milan,8.0,13.0
SerSi-FC,C,malinovskyi,Genoa,7.0,12.0
SerSi-FC,C,paz n.,Como,21.0,30.0
SerSi-FC,C,pulisic,Milan,28.0,31.0
SerSi-FC,C,zalewski,Atalanta,6.0,15.0
SerSi-FC,A,bonazzoli,Cremonese,1.0,20.0
SerSi-FC,A,Castellanos,Lazio,21.0,18.0
SerSi-FC,A,gueye,Udinese,1.0,2.0
SerSi-FC,A,scamacca,Atalanta,16.0,22.0
SerSi-FC,A,simeone,Torino,18.0,19.0
Sisal Palace,P,milinkovic-savic v.,Napoli,4.0,19.0
Sisal Palace,P,svilar,Roma,15.0,19.0
Sisal Palace,P,vasquez d.,Roma,1.0,1.0
Sisal Palace,D,cambiaso,Juventus,15.0,10.0
Sisal Palace,D,canestrelli,Pisa,3.0,5.0
Sisal Palace,D,di lorenzo,Napoli,9.0,12.0
Sisal Palace,D,estupinan,Milan,11.0,3.0
Sisal Palace,D,kristensen t.,Udinese,7.0,7.0
Sisal Palace,D,olivera,Napoli,10.0,3.0
Sisal Palace,D,tomori,Milan,8.0,7.0
Sisal Palace,C,adopo,Cagliari,5.0,6.0
Sisal Palace,C,akpa akpro,Verona,1.0,2.0
Sisal Palace,C,barella,Inter,14.0,17.0
Sisal Palace,C,iannoni,Sassuolo,1.0,5.0
Sisal Palace,C,pulisic,Milan,28.0,31.0
Sisal Palace,C,thuram k.,Juventus,15.0,13.0
Sisal Palace,C,zaccagni,Lazio,24.0,14.0
Sisal Palace,C,zerbin,Cremonese,3.0,6.0
Sisal Palace,A,dallinga,Bologna,10.0,8.0
Sisal Palace,A,ferguson e.,Roma,15.0,16.0
Sisal Palace,A,giovane,Verona,1.0,17.0
Sisal Palace,A,scamacca,Atalanta,14.0,22.0
Sisal Palace,A,thuram,Inter,31.0,29.0
Tana delle Tigri,P,carnesecchi,Atalanta,14.0,17.0
Tana delle Tigri,P,perin,Juventus,1.0,3.0
Tana delle Tigri,P,sportiello,Atalanta,1.0,1.0
Tana delle Tigri,D,angori,Pisa,5.0,9.0
Tana delle Tigri,D,barbieri,Cremonese,3.0,9.0
Tana delle Tigri,D,bellanova,Atalanta,13.0,6.0
Tana delle Tigri,D,martin,Genoa,10.0,14.0
Tana delle Tigri,D,pavlovic,Milan,17.0,15.0
Tana delle Tigri,D,solet,Udinese,11.0,11.0
Tana delle Tigri,D,tiago gabriel,Lecce,1.0,9.0
Tana delle Tigri,C,atta,Udinese,6.0,16.0
Tana delle Tigri,C,berisha m.,Lecce,3.0,13.0
Tana delle Tigri,C,ilkhan,Torino,1.0,2.0
Tana delle Tigri,C,kaba,Lecce,1.0,3.0
Tana delle Tigri,C,mctominay,Napoli,26.0,25.0
Tana delle Tigri,C,pulisic,Milan,28.0,31.0
Tana delle Tigri,C,zaccagni,Lazio,26.0,14.0
Tana delle Tigri,C,zerbin,Cremonese,3.0,6.0
Tana delle Tigri,A,berardi,Sassuolo,24.0,21.0
Tana delle Tigri,A,bonazzoli,Cremonese,1.0,20.0
Tana delle Tigri,A,giovane,Verona,1.0,17.0
Tana delle Tigri,A,leao,Milan,19.0,30.0
Tana delle Tigri,A,martinez l.,Inter,34.0,34.0
Temptation Haaland,P,maignan,Milan,16.0,20.0
Temptation Haaland,P,Radunovic,Cagliari,1.0,1.0
Temptation Haaland,P,terracciano,Milan,1.0,1.0
Temptation Haaland,D,barbieri,Cremonese,3.0,9.0
Temptation Haaland,D,bellanova,Atalanta,13.0,6.0
Temptation Haaland,D,frese,Verona,3.0,6.0
Temptation Haaland,D,lazaro,Torino,7.0,7.0
Temptation Haaland,D,martin,Genoa,10.0,14.0
Temptation Haaland,D,valeri,Parma,10.0,10.0
Temptation Haaland,D,walukiewicz,Sassuolo,5.0,6.0
Temptation Haaland,C,baturina,Como,9.0,14.0
Temptation Haaland,C,calhanoglu,Inter,30.0,28.0
Temptation Haaland,C,mctominay,Napoli,26.0,25.0
Temptation Haaland,C,ndour,Fiorentina,2.0,6.0
Temptation Haaland,C,paz n.,Como,20.0,30.0
Temptation Haaland,C,pulisic,Milan,28.0,31.0
Temptation Haaland,C,Stanciu,Genoa,8.0,1.0
Temptation Haaland,C,zerbin,Cremonese,3.0,6.0
Temptation Haaland,A,buffon l.,Pisa,1.0,1.0
Temptation Haaland,A,giovane,Verona,1.0,17.0
Temptation Haaland,A,kean,Fiorentina,33.0,18.0
Temptation Haaland,A,moro l.,Sassuolo,1.0,1.0
Temptation Haaland,A,thuram,Inter,31.0,29.0
TomMat-iga,P,maignan,Milan,16.0,20.0
TomMat-iga,P,perin,Juventus,1.0,3.0
TomMat-iga,P,terracciano,Milan,1.0,1.0
TomMat-iga,D,gosens,Fiorentina,18.0,10.0
TomMat-iga,D,joao mario,Juventus,8.0,2.0
TomMat-iga,D,martin,Genoa,10.0,14.0
TomMat-iga,D,ramon,Como,5.0,12.0
TomMat-iga,D,terracciano f.,Cremonese,2.0,11.0
TomMat-iga,D,tiago gabriel,Lecce,1.0,9.0
TomMat-iga,D,veiga d.,Lecce,1.0,5.0
TomMat-iga,C,atta,Udinese,6.0,16.0
TomMat-iga,C,el shaarawy,Roma,8.0,8.0
TomMat-iga,C,folorunsho,Cagliari,9.0,8.0
TomMat-iga,C,kaba,Lecce,1.0,3.0
TomMat-iga,C,mctominay,Napoli,24.0,25.0
TomMat-iga,C,orsolini,Bologna,31.0,24.0
TomMat-iga,C,pulisic,Milan,28.0,31.0
TomMat-iga,C,Stanciu,Genoa,8.0,1.0
TomMat-iga,A,esposito se.,Cagliari,7.0,16.0
TomMat-iga,A,giovane,Verona,1.0,17.0
TomMat-iga,A,scamacca,Atalanta,16.0,22.0
TomMat-iga,A,soulè,Roma,20.0,26.0
TomMat-iga,A,thuram,Inter,31.0,29.0
XLiverpuh,P,svilar,Roma,15.0,19.0
XLiverpuh,P,vasquez d.,Roma,1.0,1.0
XLiverpuh,P,zelezny,Roma,1.0,1.0
XLiverpuh,D,kempf,Como,10.0,14.0
XLiverpuh,D,lykogiannis,Bologna,5.0,2.0
XLiverpuh,D,palestra,Cagliari,4.0,15.0
XLiverpuh,D,paz y.,Sassuolo,1.0,1.0
XLiverpuh,D,pezzella giu.,Cremonese,5.0,4.0
XLiverpuh,D,terracciano f.,Cremonese,5.0,11.0
XLiverpuh,D,valle,Como,6.0,8.0
XLiverpuh,C,atta,Udinese,8.0,16.0
XLiverpuh,C,marchwinski,Lecce,1.0,1.0
XLiverpuh,C,paz n.,Como,20.0,30.0
XLiverpuh,C,prati,Cagliari,3.0,6.0
XLiverpuh,C,pulisic,Milan,28.0,31.0
XLiverpuh,C,saelemaekers,Milan,12.0,19.0
XLiverpuh,C,zaniolo,Udinese,15.0,20.0
XLiverpuh,C,zarraga,Udinese,2.0,2.0
XLiverpuh,A,bonazzoli,Cremonese,1.0,20.0
XLiverpuh,A,esposito se.,Cagliari,7.0,16.0
XLiverpuh,A,hojlund,Napoli,21.0,25.0
XLiverpuh,A,Leao,Milan,26.0,30.0
XLiverpuh,A,Thuram,Inter,31.0,29.0
buttiglia25,P,gollini,Roma,1.0,1.0
buttiglia25,P,svilar,Roma,15.0,19.0
buttiglia25,P,vasquez d.,Roma,1.0,1.0
buttiglia25,D,bellanova,Atalanta,13.0,6.0
buttiglia25,D,dumfries,Inter,20.0,10.0
buttiglia25,D,idrissi r.,Cagliari,3.0,8.0
buttiglia25,D,martin,Genoa,10.0,14.0
buttiglia25,D,pezzella giu.,Cremonese,5.0,4.0
buttiglia25,D,tiago gabriel,Lecce,1.0,9.0
buttiglia25,D,zortea,Bologna,16.0,8.0
buttiglia25,C,akpa akpro,Verona,3.0,2.0
buttiglia25,C,estevez,Parma,2.0,5.0
buttiglia25,C,mctominay,Napoli,26.0,25.0
buttiglia25,C,pulisic,Milan,28.0,31.0
buttiglia25,C,ricci s.,Milan,10.0,13.0
buttiglia25,C,tete morente,Lecce,9.0,3.0
buttiglia25,C,zaccagni,Lazio,24.0,14.0
buttiglia25,C,zerbin,Cremonese,3.0,6.0
buttiglia25,A,benedyczak,Parma,1.0,8.0
buttiglia25,A,bonazzoli,Cremonese,1.0,20.0
buttiglia25,A,pavoletti,Cagliari,2.0,1.0
buttiglia25,A,thuram,Inter,29.0,29.0
buttiglia25,A,vlahovic,Juventus,21.0,15.0
coach 71,P,maignan,Milan,16.0,20.0
coach 71,P,milinkovic-savic v.,Napoli,4.0,19.0
coach 71,P,terracciano,Milan,1.0,1.0
coach 71,D,caracciolo a.,Pisa,4.0,6.0
coach 71,D,dumfries,Inter,20.0,10.0
coach 71,D,miranda j.,Bologna,9.0,11.0
coach 71,D,norton-cuffy,Genoa,6.0,7.0
coach 71,D,ranieri l.,Fiorentina,7.0,7.0
coach 71,D,terracciano f.,Cremonese,2.0,11.0
coach 71,D,tiago gabriel,Lecce,2.0,9.0
coach 71,C,adopo,Cagliari,5.0,6.0
coach 71,C,akpa akpro,Verona,1.0,2.0
coach 71,C,barella,Inter,14.0,17.0
coach 71,C,ilkhan,Torino,1.0,2.0
coach 71,C,kaba,Lecce,1.0,3.0
coach 71,C,paz n.,Como,21.0,30.0
coach 71,C,pulisic,Milan,28.0,31.0
coach 71,C,zaniolo,Udinese,15.0,20.0
coach 71,A,ferguson e.,Roma,19.0,16.0
coach 71,A,giovane,Verona,1.0,17.0
coach 71,A,hojlund,Napoli,21.0,25.0
coach 71,A,kean,Fiorentina,31.0,18.0
coach 71,A,vlahovic,Juventus,21.0,15.0
i bro,P,gollini,Roma,1.0,1.0
i bro,P,svilar,Roma,15.0,19.0
i bro,P,vasquez d.,Roma,1.0,1.0
i bro,D,di lorenzo,Napoli,9.0,12.0
i bro,D,dumfries,Inter,20.0,10.0
i bro,D,lazaro,Torino,7.0,7.0
i bro,D,mina,Cagliari,7.0,8.0
i bro,D,paz y.,Sassuolo,1.0,1.0
i bro,D,tiago gabriel,Lecce,1.0,9.0
i bro,D,zemura,Udinese,4.0,2.0
i bro,C,akpa akpro,Verona,1.0,2.0
i bro,C,folorunsho,Cagliari,9.0,8.0
i bro,C,mctominay,Napoli,26.0,25.0
i bro,C,miretti,Juventus,1.0,9.0
i bro,C,mkhitaryan,Inter,9.0,7.0
i bro,C,pulisic,Milan,28.0,31.0
i bro,C,Stanciu,Genoa,8.0,1.0
i bro,C,zerbin,Cremonese,3.0,6.0
i bro,A,castro s.,Bologna,22.0,24.0
i bro,A,esposito se.,Cagliari,7.0,16.0
i bro,A,leao,Milan,26.0,30.0
i bro,A,thuram,Inter,31.0,29.0
i bro,A,vlahovic,Juventus,21.0,15.0
i fratelli merda,P,carnesecchi,Atalanta,14.0,17.0
i fratelli merda,P,sportiello,Atalanta,1.0,1.0
i fratelli merda,P,terracciano,Milan,1.0,1.0
i fratelli merda,D,dumfries,Inter,20.0,10.0
i fratelli merda,D,esteves t.,Pisa,1.0,1.0
i fratelli merda,D,Lovik,Parma,3.0,2.0
i fratelli merda,D,tavares n.,Lazio,7.0,6.0
i fratelli merda,D,tiago gabriel,Lecce,1.0,9.0
i fratelli merda,D,van der brempt,Como,4.0,3.0
i fratelli merda,D,zappa,Cagliari,6.0,7.0
i fratelli merda,C,barella,Inter,14.0,17.0
i fratelli merda,C,bernabè,Parma,11.0,16.0
i fratelli merda,C,da cunha,Como,12.0,11.0
i fratelli merda,C,gineitis,Torino,5.0,4.0
i fratelli merda,C,loftus-cheek,Milan,9.0,13.0
i fratelli merda,C,paz n.,Como,21.0,30.0
i fratelli merda,C,thuram k.,Juventus,16.0,13.0
i fratelli merda,C,zerbin,Cremonese,5.0,6.0
i fratelli merda,A,bonazzoli,Cremonese,3.0,20.0
i fratelli merda,A,colombo,Genoa,10.0,14.0
i fratelli merda,A,esposito se.,Cagliari,7.0,16.0
i fratelli merda,A,martinez l.,Inter,34.0,34.0
i fratelli merda,A,yildiz,Juventus,25.0,30.0
kalashnikov,P,pessina mas.,Bologna,1.0,1.0
kalashnikov,P,ravaglia f.,Bologna,3.0,12.0
kalashnikov,P,skorupski,Bologna,10.0,10.0
kalashnikov,D,cambiaso,Juventus,15.0,10.0
kalashnikov,D,dumfries,Inter,16.0,10.0
kalashnikov,D,juan jesus,Napoli,4.0,4.0
kalashnikov,D,mina,Cagliari,7.0,8.0
kalashnikov,D,pavlovic,Milan,7.0,15.0
kalashnikov,D,rrahmani,Napoli,7.0,13.0
kalashnikov,D,Sernicola,Cremonese,1.0,1.0
kalashnikov,C,adzic,Juventus,1.0,3.0
kalashnikov,C,barella,Inter,14.0,17.0
kalashnikov,C,messias,Genoa,7.0,2.0
kalashnikov,C,pasalic,Atalanta,11.0,13.0
kalashnikov,C,politano,Napoli,16.0,11.0
kalashnikov,C,pulisic,Milan,28.0,31.0
kalashnikov,C,zaniolo,Udinese,15.0,20.0
kalashnikov,C,zarraga,Udinese,2.0,2.0
kalashnikov,A,bonny,Inter,5.0,14.0
kalashnikov,A,kean,Fiorentina,33.0,18.0
kalashnikov,A,leao,Milan,23.0,30.0
kalashnikov,A,lookman,Atalanta,19.0,14.0
kalashnikov,A,meister,Pisa,3.0,8.0
lagg,P,maignan,Milan,16.0,20.0
lagg,P,terracciano,Milan,1.0,1.0
lagg,P,torriani,Milan,1.0,1.0
lagg,D,heggem,Bologna,5.0,9.0
lagg,D,joao mario,Juventus,8.0,2.0
lagg,D,martin,Genoa,10.0,14.0
lagg,D,miranda j.,Bologna,9.0,11.0
lagg,D,paz y.,Sassuolo,1.0,1.0
lagg,D,tavares n.,Lazio,12.0,6.0
lagg,D,wesley,Roma,15.0,16.0
lagg,C,da cunha,Como,12.0,11.0
lagg,C,gudmundsson a.,Fiorentina,24.0,17.0
lagg,C,kaba,Lecce,2.0,3.0
lagg,C,maldini,Atalanta,9.0,3.0
lagg,C,malinovskyi,Genoa,8.0,12.0
lagg,C,paz n.,Como,20.0,30.0
lagg,C,prati,Cagliari,3.0,6.0
lagg,C,zaccagni,Lazio,24.0,14.0
lagg,A,giovane,Verona,1.0,17.0
lagg,A,kean,Fiorentina,22.0,18.0
lagg,A,pavoletti,Cagliari,1.0,1.0
lagg,A,vlahovic,Juventus,21.0,15.0
lagg,A,zapata d.,Torino,10.0,7.0
mezzebirre,P,caprile,Cagliari,7.0,12.0
mezzebirre,P,ciocci,Cagliari,1.0,1.0
mezzebirre,P,maignan,Milan,16.0,20.0
mezzebirre,D,barbieri,Cremonese,3.0,9.0
mezzebirre,D,beukema,Napoli,10.0,7.0
mezzebirre,D,canestrelli,Pisa,4.0,5.0
mezzebirre,D,esteves t.,Pisa,1.0,1.0
mezzebirre,D,holm,Bologna,8.0,13.0
mezzebirre,D,kempf,Como,5.0,14.0
mezzebirre,D,wesley,Roma,14.0,16.0
mezzebirre,C,folorunsho,Cagliari,9.0,8.0
mezzebirre,C,ilkhan,Torino,1.0,2.0
mezzebirre,C,ndour,Fiorentina,2.0,6.0
mezzebirre,C,neres,Napoli,13.0,17.0
mezzebirre,C,odgaard,Bologna,16.0,18.0
mezzebirre,C,pulisic,Milan,28.0,31.0
mezzebirre,C,zaccagni,Lazio,26.0,14.0
mezzebirre,C,zerbin,Cremonese,3.0,6.0
mezzebirre,A,addai,Como,10.0,12.0
mezzebirre,A,camarda,Lecce,12.0,4.0
mezzebirre,A,davis k.,Udinese,13.0,24.0
mezzebirre,A,leao,Milan,24.0,30.0
mezzebirre,A,morata,Como,18.0,4.0
pacho team,P,caprile,Cagliari,7.0,12.0
pacho team,P,contini,Napoli,1.0,1.0
pacho team,P,milinkovic-savic v.,Napoli,4.0,19.0
pacho team,D,baschirotto,Cremonese,8.0,13.0
pacho team,D,estupinan,Milan,11.0,3.0
pacho team,D,marcandalli,Genoa,2.0,6.0
pacho team,D,martin,Genoa,10.0,14.0
pacho team,D,mina,Cagliari,7.0,8.0
pacho team,D,ramon,Como,4.0,12.0
pacho team,D,valeri,Parma,10.0,10.0
pacho team,C,atta,Udinese,8.0,16.0
pacho team,C,kaba,Lecce,2.0,3.0
pacho team,C,marchwinski,Lecce,1.0,1.0
pacho team,C,paz n.,Como,21.0,30.0
pacho team,C,pulisic,Milan,28.0,31.0
pacho team,C,vlasic,Torino,15.0,18.0
pacho team,C,zaccagni,Lazio,26.0,14.0
pacho team,C,zerbin,Cremonese,3.0,6.0
pacho team,A,hojlund,Napoli,21.0,25.0
pacho team,A,kean,Fiorentina,22.0,18.0
pacho team,A,meister,Pisa,2.0,8.0
pacho team,A,pellegrino m.,Parma,13.0,21.0
pacho team,A,thuram,Inter,29.0,29.0
puerto rosso blu,P,pessina mas.,Bologna,1.0,1.0
puerto rosso blu,P,ravaglia f.,Bologna,3.0,12.0
puerto rosso blu,P,skorupski,Bologna,10.0,10.0
puerto rosso blu,D,cambiaso,Juventus,15.0,10.0
puerto rosso blu,D,estupinan,Milan,6.0,3.0
puerto rosso blu,D,palestra,Cagliari,4.0,15.0
puerto rosso blu,D,vojvoda,Como,6.0,12.0
puerto rosso blu,D,walukiewicz,Sassuolo,5.0,6.0
puerto rosso blu,D,wesley,Roma,14.0,16.0
puerto rosso blu,D,zemura,Udinese,3.0,2.0
puerto rosso blu,C,dele-bashiru,Lazio,11.0,3.0
puerto rosso blu,C,folorunsho,Cagliari,9.0,8.0
puerto rosso blu,C,gudmundsson a.,Fiorentina,24.0,17.0
puerto rosso blu,C,hojholt,Pisa,1.0,2.0
puerto rosso blu,C,kaba,Lecce,2.0,3.0
puerto rosso blu,C,mctominay,Napoli,26.0,25.0
puerto rosso blu,C,saelemaekers,Milan,12.0,19.0
puerto rosso blu,C,zaccagni,Lazio,24.0,14.0
puerto rosso blu,A,esposito se.,Cagliari,7.0,16.0
puerto rosso blu,A,gueye,Udinese,1.0,2.0
puerto rosso blu,A,scamacca,Atalanta,14.0,22.0
puerto rosso blu,A,soulè,Roma,20.0,26.0
puerto rosso blu,A,thuram,Inter,31.0,29.0
real donk,P,gollini,Roma,1.0,1.0
real donk,P,mandas,Lazio,3.0,1.0
real donk,P,svilar,Roma,15.0,19.0
real donk,D,bertola,Udinese,6.0,6.0
real donk,D,gatti,Juventus,8.0,5.0
real donk,D,lucumì,Bologna,8.0,7.0
real donk,D,ostigard,Genoa,5.0,15.0
real donk,D,pezzella giu.,Cremonese,5.0,4.0
real donk,D,vojvoda,Como,6.0,12.0
real donk,D,wesley,Roma,15.0,16.0
real donk,C,aebischer,Pisa,4.0,5.0
real donk,C,marchwinski,Lecce,1.0,1.0
real donk,C,orsolini,Bologna,31.0,24.0
real donk,C,Pafundi,Udinese,1.0,1.0
real donk,C,pasalic,Atalanta,11.0,13.0
real donk,C,prati,Cagliari,3.0,6.0
real donk,C,pulisic,Milan,28.0,31.0
real donk,C,zalewski,Atalanta,6.0,15.0
real donk,A,berardi,Sassuolo,21.0,21.0
real donk,A,giovane,Verona,1.0,17.0
real donk,A,krstovic,Atalanta,20.0,20.0
real donk,A,pellegrino m.,Parma,16.0,21.0
real donk,A,vlahovic,Juventus,26.0,15.0
scarsenal,P,caprile,Cagliari,7.0,12.0
scarsenal,P,ciocci,Cagliari,1.0,1.0
scarsenal,P,Radunovic,Cagliari,1.0,1.0
scarsenal,D,britschgi,Parma,6.0,7.0
scarsenal,D,canestrelli,Pisa,3.0,5.0
scarsenal,D,dodò,Fiorentina,11.0,6.0
scarsenal,D,kristensen t.,Udinese,7.0,7.0
scarsenal,D,norton-cuffy,Genoa,3.0,7.0
scarsenal,D,pavlovic,Milan,7.0,15.0
scarsenal,D,ramon,Como,5.0,12.0
scarsenal,C,atta,Udinese,6.0,16.0
scarsenal,C,gudmundsson a.,Fiorentina,24.0,17.0
scarsenal,C,lobotka,Napoli,9.0,10.0
scarsenal,C,mctominay,Napoli,26.0,25.0
scarsenal,C,saelemaekers,Milan,12.0,19.0
scarsenal,C,tramoni m.,Pisa,12.0,9.0
scarsenal,C,zaccagni,Lazio,26.0,14.0
scarsenal,C,zerbin,Cremonese,3.0,6.0
scarsenal,A,giovane,Verona,1.0,17.0
scarsenal,A,martinez l.,Inter,27.0,34.0
scarsenal,A,pinamonti,Sassuolo,16.0,14.0
scarsenal,A,rodriguez je.,Como,6.0,12.0
scarsenal,A,scamacca,Atalanta,14.0,22.0
